Student_ID,Feature_1,SHAP_1,Direction_1,Feature_2,SHAP_2,Direction_2,Feature_3,SHAP_3,Direction_3,Feature_4,SHAP_4,Direction_4,Feature_5,SHAP_5,Direction_5
1173,Affects_Academic_Performance,-1.3586,Decreases Risk,Stress_Density,-0.1344,Decreases Risk,Wellness_Ratio,-0.0874,Decreases Risk,Psychosocial_Load,-0.0483,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1174,Affects_Academic_Performance,0.7939,Increases Risk,Wellness_Ratio,-0.1089,Decreases Risk,Stress_Density,0.1085,Increases Risk,Recovery_Capacity,0.0294,Increases Risk,Age,0.0227,Increases Risk
1175,Affects_Academic_Performance,0.7653,Increases Risk,Stress_Density,-0.1058,Decreases Risk,Age,0.0617,Increases Risk,Wellness_Ratio,-0.0496,Decreases Risk,Recovery_Capacity,0.0282,Increases Risk
1176,Affects_Academic_Performance,0.7491,Increases Risk,Stress_Density,-0.1238,Decreases Risk,Wellness_Ratio,-0.1064,Decreases Risk,Age,0.0166,Increases Risk,Recovery_Capacity,0.0159,Increases Risk
1177,Affects_Academic_Performance,-1.3266,Decreases Risk,Age,-0.0875,Decreases Risk,Psychosocial_Load,-0.0525,Decreases Risk,Wellness_Ratio,-0.0435,Decreases Risk,Stress_Density,-0.0419,Decreases Risk
1178,Affects_Academic_Performance,0.8055,Increases Risk,Stress_Density,0.1152,Increases Risk,Wellness_Ratio,-0.1095,Decreases Risk,Psychosocial_Load,0.1077,Increases Risk,Age,0.0279,Increases Risk
1179,Affects_Academic_Performance,0.9376,Increases Risk,Stress_Density,0.4016,Increases Risk,Psychosocial_Load,0.0871,Increases Risk,Wellness_Ratio,0.084,Increases Risk,Recovery_Capacity,0.0738,Increases Risk
1180,Affects_Academic_Performance,-1.3194,Decreases Risk,Wellness_Ratio,-0.0885,Decreases Risk,Age,0.0571,Increases Risk,Stress_Density,-0.0568,Decreases Risk,Psychosocial_Load,-0.0559,Decreases Risk
1181,Affects_Academic_Performance,1.0542,Increases Risk,Stress_Density,0.7113,Increases Risk,Wellness_Ratio,0.3409,Increases Risk,Recovery_Capacity,0.1991,Increases Risk,Psychosocial_Load,0.1752,Increases Risk
1182,Affects_Academic_Performance,0.938,Increases Risk,Stress_Density,0.4176,Increases Risk,Recovery_Capacity,0.1031,Increases Risk,Psychosocial_Load,0.0902,Increases Risk,Wellness_Ratio,0.0797,Increases Risk
1183,Affects_Academic_Performance,-1.4868,Decreases Risk,Stress_Density,-0.2426,Decreases Risk,Recovery_Capacity,-0.1824,Decreases Risk,Wellness_Ratio,-0.1571,Decreases Risk,Age,0.062,Increases Risk
1184,Affects_Academic_Performance,0.8843,Increases Risk,Stress_Density,0.3801,Increases Risk,Wellness_Ratio,-0.1139,Decreases Risk,Psychosocial_Load,0.0696,Increases Risk,Recovery_Capacity,0.0522,Increases Risk
1185,Affects_Academic_Performance,-1.3466,Decreases Risk,Stress_Density,-0.1295,Decreases Risk,Recovery_Capacity,0.0781,Increases Risk,Wellness_Ratio,0.0448,Increases Risk,Psychosocial_Load,-0.0419,Decreases Risk
1186,Affects_Academic_Performance,0.723,Increases Risk,Stress_Density,-0.2841,Decreases Risk,Wellness_Ratio,-0.1366,Decreases Risk,Psychosocial_Load,-0.0859,Decreases Risk,Recovery_Capacity,-0.0216,Decreases Risk
1187,Affects_Academic_Performance,1.0519,Increases Risk,Stress_Density,0.6817,Increases Risk,Wellness_Ratio,0.3448,Increases Risk,Recovery_Capacity,0.2184,Increases Risk,Psychosocial_Load,0.1978,Increases Risk
1188,Affects_Academic_Performance,-1.4223,Decreases Risk,Stress_Density,-0.2468,Decreases Risk,Wellness_Ratio,-0.0811,Decreases Risk,Recovery_Capacity,-0.0796,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1189,Affects_Academic_Performance,0.8945,Increases Risk,Stress_Density,0.367,Increases Risk,Wellness_Ratio,-0.0948,Decreases Risk,Psychosocial_Load,0.0861,Increases Risk,Recovery_Capacity,0.0646,Increases Risk
1190,Affects_Academic_Performance,-1.4484,Decreases Risk,Stress_Density,-0.2386,Decreases Risk,Recovery_Capacity,-0.1608,Decreases Risk,Mental_Health_Score,-0.0498,Decreases Risk,Wellness_Ratio,-0.0462,Decreases Risk
1191,Affects_Academic_Performance,0.89,Increases Risk,Stress_Density,0.3881,Increases Risk,Wellness_Ratio,-0.0963,Decreases Risk,Psychosocial_Load,0.0905,Increases Risk,Recovery_Capacity,0.0626,Increases Risk
1192,Affects_Academic_Performance,0.9285,Increases Risk,Stress_Density,0.3116,Increases Risk,Psychosocial_Load,0.0844,Increases Risk,Wellness_Ratio,0.0815,Increases Risk,Recovery_Capacity,0.0762,Increases Risk
1193,Affects_Academic_Performance,-1.3389,Decreases Risk,Psychosocial_Load,0.0496,Increases Risk,Age,-0.0435,Decreases Risk,Mental_Health_Score,0.0312,Increases Risk,Recovery_Capacity,0.0308,Increases Risk
1194,Affects_Academic_Performance,0.8117,Increases Risk,Stress_Density,0.1178,Increases Risk,Recovery_Capacity,0.0471,Increases Risk,Wellness_Ratio,-0.0462,Decreases Risk,Usage_Age_Ratio,-0.0218,Decreases Risk
1195,Affects_Academic_Performance,-1.3519,Decreases Risk,Stress_Density,0.0956,Increases Risk,Age,0.0692,Increases Risk,Wellness_Ratio,0.0394,Increases Risk,Recovery_Capacity,0.0384,Increases Risk
1196,Affects_Academic_Performance,-1.3504,Decreases Risk,Stress_Density,0.0893,Increases Risk,Wellness_Ratio,-0.0755,Decreases Risk,Psychosocial_Load,0.0313,Increases Risk,Mental_Health_Score,0.0288,Increases Risk
1197,Affects_Academic_Performance,0.9285,Increases Risk,Stress_Density,0.3176,Increases Risk,Psychosocial_Load,0.096,Increases Risk,Wellness_Ratio,0.0744,Increases Risk,Recovery_Capacity,0.0725,Increases Risk
1198,Affects_Academic_Performance,0.7734,Increases Risk,Stress_Density,-0.1059,Decreases Risk,Age,0.0569,Increases Risk,Recovery_Capacity,0.0384,Increases Risk,Wellness_Ratio,-0.0154,Decreases Risk
1199,Affects_Academic_Performance,0.7603,Increases Risk,Stress_Density,-0.12,Decreases Risk,Wellness_Ratio,-0.0804,Decreases Risk,Age,-0.0435,Decreases Risk,Usage_Age_Ratio,-0.0151,Decreases Risk
1200,Affects_Academic_Performance,0.878,Increases Risk,Stress_Density,0.3874,Increases Risk,Wellness_Ratio,-0.1289,Decreases Risk,Psychosocial_Load,0.0786,Increases Risk,Age,0.066,Increases Risk
1201,Affects_Academic_Performance,0.8075,Increases Risk,Age,0.0643,Increases Risk,Stress_Density,0.0576,Increases Risk,Recovery_Capacity,0.0557,Increases Risk,Wellness_Ratio,-0.021,Decreases Risk
1202,Affects_Academic_Performance,0.9285,Increases Risk,Stress_Density,0.3139,Increases Risk,Psychosocial_Load,0.0841,Increases Risk,Wellness_Ratio,0.0754,Increases Risk,Recovery_Capacity,0.0725,Increases Risk
1203,Affects_Academic_Performance,0.7957,Increases Risk,Wellness_Ratio,-0.1579,Decreases Risk,Stress_Density,0.112,Increases Risk,Recovery_Capacity,-0.0364,Decreases Risk,Age,0.0252,Increases Risk
1204,Affects_Academic_Performance,0.8978,Increases Risk,Wellness_Ratio,0.2267,Increases Risk,Psychosocial_Load,0.1001,Increases Risk,Recovery_Capacity,0.0955,Increases Risk,Stress_Density,0.056,Increases Risk
1205,Affects_Academic_Performance,-1.3853,Decreases Risk,Stress_Density,-0.1346,Decreases Risk,Recovery_Capacity,-0.1251,Decreases Risk,Wellness_Ratio,-0.1051,Decreases Risk,Sleep_Hours_Per_Night,-0.0446,Decreases Risk
1206,Affects_Academic_Performance,-1.7457,Decreases Risk,Stress_Density,-0.4536,Decreases Risk,Psychosocial_Load,-0.2901,Decreases Risk,Wellness_Ratio,-0.242,Decreases Risk,Recovery_Capacity,-0.1977,Decreases Risk
1207,Affects_Academic_Performance,-1.4246,Decreases Risk,Stress_Density,-0.2447,Decreases Risk,Wellness_Ratio,-0.0851,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk,Recovery_Capacity,-0.035,Decreases Risk
1208,Affects_Academic_Performance,-1.4293,Decreases Risk,Stress_Density,-0.2331,Decreases Risk,Age,-0.1048,Decreases Risk,Wellness_Ratio,-0.0865,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1209,Affects_Academic_Performance,0.7884,Increases Risk,Wellness_Ratio,-0.1437,Decreases Risk,Stress_Density,0.1121,Increases Risk,Age,0.0214,Increases Risk,Usage_Age_Ratio,-0.0207,Decreases Risk
1210,Affects_Academic_Performance,0.7505,Increases Risk,Stress_Density,-0.2693,Decreases Risk,Wellness_Ratio,-0.2243,Decreases Risk,Recovery_Capacity,-0.1381,Decreases Risk,Age,0.0166,Increases Risk
1211,Affects_Academic_Performance,-1.4005,Decreases Risk,Recovery_Capacity,0.0989,Increases Risk,Stress_Density,0.08,Increases Risk,Wellness_Ratio,0.0528,Increases Risk,Psychosocial_Load,0.0436,Increases Risk
1212,Affects_Academic_Performance,0.8534,Increases Risk,Wellness_Ratio,0.1533,Increases Risk,Recovery_Capacity,0.115,Increases Risk,Age,-0.0172,Decreases Risk,Lifestyle_Balance,0.0128,Increases Risk
1213,Affects_Academic_Performance,0.782,Increases Risk,Stress_Density,-0.3994,Decreases Risk,Wellness_Ratio,-0.1686,Decreases Risk,Recovery_Capacity,-0.1217,Decreases Risk,Psychosocial_Load,-0.0915,Decreases Risk
1214,Affects_Academic_Performance,0.9425,Increases Risk,Stress_Density,0.4057,Increases Risk,Recovery_Capacity,0.1043,Increases Risk,Psychosocial_Load,0.0867,Increases Risk,Wellness_Ratio,0.0865,Increases Risk
1215,Affects_Academic_Performance,0.7559,Increases Risk,Stress_Density,-0.2774,Decreases Risk,Psychosocial_Load,-0.0944,Decreases Risk,Recovery_Capacity,0.0605,Increases Risk,Age,-0.0314,Decreases Risk
1216,Affects_Academic_Performance,-1.5886,Decreases Risk,Stress_Density,-0.4109,Decreases Risk,Recovery_Capacity,-0.1705,Decreases Risk,Psychosocial_Load,-0.1255,Decreases Risk,Wellness_Ratio,-0.0936,Decreases Risk
1217,Affects_Academic_Performance,-1.5875,Decreases Risk,Stress_Density,-0.2423,Decreases Risk,Wellness_Ratio,-0.2296,Decreases Risk,Recovery_Capacity,-0.2283,Decreases Risk,Psychosocial_Load,-0.0763,Decreases Risk
1218,Affects_Academic_Performance,0.8594,Increases Risk,Stress_Density,0.4111,Increases Risk,Wellness_Ratio,-0.1265,Decreases Risk,Recovery_Capacity,0.0534,Increases Risk,Age,0.0224,Increases Risk
1219,Affects_Academic_Performance,0.9244,Increases Risk,Stress_Density,0.3254,Increases Risk,Recovery_Capacity,0.1075,Increases Risk,Wellness_Ratio,0.077,Increases Risk,Psychosocial_Load,0.073,Increases Risk
1220,Affects_Academic_Performance,0.8935,Increases Risk,Stress_Density,0.3587,Increases Risk,Recovery_Capacity,0.0762,Increases Risk,Psychosocial_Load,0.0739,Increases Risk,Wellness_Ratio,-0.0552,Decreases Risk
1221,Affects_Academic_Performance,1.0354,Increases Risk,Stress_Density,0.7003,Increases Risk,Wellness_Ratio,0.315,Increases Risk,Recovery_Capacity,0.1842,Increases Risk,Psychosocial_Load,0.1267,Increases Risk
1222,Affects_Academic_Performance,0.924,Increases Risk,Stress_Density,0.4011,Increases Risk,Psychosocial_Load,0.0919,Increases Risk,Recovery_Capacity,0.0687,Increases Risk,Age,0.0153,Increases Risk
1223,Affects_Academic_Performance,0.7408,Increases Risk,Wellness_Ratio,-0.1533,Decreases Risk,Stress_Density,-0.1298,Decreases Risk,Age,-0.1104,Decreases Risk,Recovery_Capacity,-0.0297,Decreases Risk
1224,Affects_Academic_Performance,0.7491,Increases Risk,Stress_Density,-0.1235,Decreases Risk,Wellness_Ratio,-0.1065,Decreases Risk,Age,0.0132,Increases Risk,Usage_Age_Ratio,-0.0124,Decreases Risk
1225,Affects_Academic_Performance,-1.5463,Decreases Risk,Stress_Density,-0.2452,Decreases Risk,Wellness_Ratio,-0.1894,Decreases Risk,Recovery_Capacity,-0.1584,Decreases Risk,Psychosocial_Load,-0.0795,Decreases Risk
1226,Affects_Academic_Performance,0.9538,Increases Risk,Stress_Density,0.4156,Increases Risk,Wellness_Ratio,0.1175,Increases Risk,Recovery_Capacity,0.1148,Increases Risk,Psychosocial_Load,0.0986,Increases Risk
1227,Affects_Academic_Performance,-1.3402,Decreases Risk,Stress_Density,-0.1367,Decreases Risk,Wellness_Ratio,-0.0919,Decreases Risk,Psychosocial_Load,-0.0551,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1228,Affects_Academic_Performance,0.7222,Increases Risk,Stress_Density,-0.3601,Decreases Risk,Wellness_Ratio,-0.1601,Decreases Risk,Psychosocial_Load,-0.112,Decreases Risk,Recovery_Capacity,-0.056,Decreases Risk
1229,Affects_Academic_Performance,-1.4309,Decreases Risk,Stress_Density,-0.2491,Decreases Risk,Wellness_Ratio,-0.0944,Decreases Risk,Recovery_Capacity,-0.0699,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1230,Affects_Academic_Performance,-1.4241,Decreases Risk,Stress_Density,-0.2415,Decreases Risk,Wellness_Ratio,-0.0799,Decreases Risk,Age,0.0567,Increases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1231,Affects_Academic_Performance,0.8465,Increases Risk,Wellness_Ratio,0.1442,Increases Risk,Age,-0.0871,Decreases Risk,Recovery_Capacity,0.0812,Increases Risk,Usage_Age_Ratio,0.0203,Increases Risk
1232,Affects_Academic_Performance,0.7593,Increases Risk,Stress_Density,-0.2407,Decreases Risk,Age,0.0588,Increases Risk,Wellness_Ratio,-0.0514,Decreases Risk,Recovery_Capacity,0.0371,Increases Risk
1233,Affects_Academic_Performance,0.882,Increases Risk,Wellness_Ratio,0.1889,Increases Risk,Recovery_Capacity,0.1212,Increases Risk,Psychosocial_Load,0.0655,Increases Risk,Age,-0.053,Decreases Risk
1234,Affects_Academic_Performance,-1.4394,Decreases Risk,Stress_Density,0.2016,Increases Risk,Recovery_Capacity,0.0645,Increases Risk,Psychosocial_Load,0.0484,Increases Risk,Mental_Health_Score,0.0288,Increases Risk
1235,Affects_Academic_Performance,0.7327,Increases Risk,Wellness_Ratio,-0.1463,Decreases Risk,Stress_Density,-0.134,Decreases Risk,Psychosocial_Load,-0.0569,Decreases Risk,Age,0.0172,Increases Risk
1236,Affects_Academic_Performance,0.9467,Increases Risk,Stress_Density,0.4343,Increases Risk,Recovery_Capacity,0.1251,Increases Risk,Psychosocial_Load,0.0876,Increases Risk,Age,0.0801,Increases Risk
1237,Affects_Academic_Performance,0.7861,Increases Risk,Age,-0.1306,Decreases Risk,Wellness_Ratio,-0.1081,Decreases Risk,Stress_Density,0.1012,Increases Risk,Most_Used_Platform_LINE,-0.0631,Decreases Risk
1238,Affects_Academic_Performance,0.9096,Increases Risk,Stress_Density,0.331,Increases Risk,Recovery_Capacity,0.0946,Increases Risk,Most_Used_Platform_LINE,-0.0887,Decreases Risk,Psychosocial_Load,0.0649,Increases Risk
1239,Affects_Academic_Performance,0.7439,Increases Risk,Wellness_Ratio,-0.1569,Decreases Risk,Stress_Density,-0.1295,Decreases Risk,Psychosocial_Load,-0.0437,Decreases Risk,Recovery_Capacity,-0.0379,Decreases Risk
1240,Affects_Academic_Performance,0.7839,Increases Risk,Wellness_Ratio,-0.1238,Decreases Risk,Stress_Density,0.1092,Increases Risk,Age,0.0282,Increases Risk,Psychosocial_Load,0.0232,Increases Risk
1241,Affects_Academic_Performance,0.8661,Increases Risk,Stress_Density,0.3721,Increases Risk,Wellness_Ratio,-0.1065,Decreases Risk,Recovery_Capacity,0.0723,Increases Risk,Usage_Age_Ratio,-0.0219,Decreases Risk
1242,Affects_Academic_Performance,0.8371,Increases Risk,Stress_Density,0.1182,Increases Risk,Psychosocial_Load,0.0972,Increases Risk,Wellness_Ratio,-0.0358,Decreases Risk,Recovery_Capacity,0.0237,Increases Risk
1243,Affects_Academic_Performance,-1.4877,Decreases Risk,Stress_Density,-0.2291,Decreases Risk,Recovery_Capacity,-0.1555,Decreases Risk,Wellness_Ratio,-0.1406,Decreases Risk,Sleep_Hours_Per_Night,-0.0571,Decreases Risk
1244,Affects_Academic_Performance,1.0297,Increases Risk,Stress_Density,0.667,Increases Risk,Wellness_Ratio,0.3273,Increases Risk,Recovery_Capacity,0.226,Increases Risk,Psychosocial_Load,0.1203,Increases Risk
1245,Affects_Academic_Performance,-1.317,Decreases Risk,Stress_Density,-0.1223,Decreases Risk,Mental_Health_Score,0.0288,Increases Risk,Governorate_Fayoum,0.0179,Increases Risk,Lifestyle_Balance,0.0159,Increases Risk
1246,Affects_Academic_Performance,0.8124,Increases Risk,Recovery_Capacity,0.0735,Increases Risk,Age,-0.0496,Decreases Risk,Wellness_Ratio,-0.0417,Decreases Risk,Stress_Density,0.0337,Increases Risk
1247,Affects_Academic_Performance,0.9467,Increases Risk,Stress_Density,0.4247,Increases Risk,Recovery_Capacity,0.1239,Increases Risk,Psychosocial_Load,0.0965,Increases Risk,Age,0.0793,Increases Risk
1248,Affects_Academic_Performance,-1.333,Decreases Risk,Stress_Density,-0.1362,Decreases Risk,Wellness_Ratio,-0.0881,Decreases Risk,Psychosocial_Load,-0.0531,Decreases Risk,Age,0.0242,Increases Risk
1249,Affects_Academic_Performance,0.8257,Increases Risk,Stress_Density,0.1275,Increases Risk,Psychosocial_Load,0.0962,Increases Risk,Wellness_Ratio,-0.0694,Decreases Risk,Recovery_Capacity,0.0263,Increases Risk
1250,Affects_Academic_Performance,1.0272,Increases Risk,Stress_Density,0.668,Increases Risk,Wellness_Ratio,0.3266,Increases Risk,Recovery_Capacity,0.226,Increases Risk,Psychosocial_Load,0.1216,Increases Risk
1251,Affects_Academic_Performance,-1.4633,Decreases Risk,Stress_Density,-0.2373,Decreases Risk,Recovery_Capacity,-0.1605,Decreases Risk,Wellness_Ratio,-0.0846,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1252,Affects_Academic_Performance,0.8279,Increases Risk,Wellness_Ratio,0.1882,Increases Risk,Stress_Density,-0.1462,Decreases Risk,Recovery_Capacity,0.101,Increases Risk,Age,-0.0476,Decreases Risk
1253,Affects_Academic_Performance,-1.4188,Decreases Risk,Wellness_Ratio,-0.201,Decreases Risk,Stress_Density,-0.1412,Decreases Risk,Psychosocial_Load,-0.1036,Decreases Risk,Age,0.0591,Increases Risk
1254,Affects_Academic_Performance,0.9904,Increases Risk,Stress_Density,0.4906,Increases Risk,Wellness_Ratio,0.2572,Increases Risk,Psychosocial_Load,0.1412,Increases Risk,Recovery_Capacity,0.1134,Increases Risk
1255,Affects_Academic_Performance,1.0317,Increases Risk,Stress_Density,0.6796,Increases Risk,Wellness_Ratio,0.3277,Increases Risk,Recovery_Capacity,0.1655,Increases Risk,Psychosocial_Load,0.108,Increases Risk
1256,Affects_Academic_Performance,0.7667,Increases Risk,Stress_Density,-0.1085,Decreases Risk,Wellness_Ratio,-0.0443,Decreases Risk,Usage_Age_Ratio,0.0136,Increases Risk,Academic_Level,-0.009,Decreases Risk
1257,Affects_Academic_Performance,-1.3497,Decreases Risk,Stress_Density,-0.1232,Decreases Risk,Age,-0.0935,Decreases Risk,Wellness_Ratio,-0.055,Decreases Risk,Psychosocial_Load,-0.0521,Decreases Risk
1258,Affects_Academic_Performance,0.7338,Increases Risk,Wellness_Ratio,-0.1287,Decreases Risk,Stress_Density,-0.1282,Decreases Risk,Psychosocial_Load,-0.057,Decreases Risk,Recovery_Capacity,0.0178,Increases Risk
1259,Affects_Academic_Performance,-1.5875,Decreases Risk,Recovery_Capacity,-0.293,Decreases Risk,Stress_Density,-0.2635,Decreases Risk,Wellness_Ratio,-0.2039,Decreases Risk,Psychosocial_Load,-0.0826,Decreases Risk
1260,Affects_Academic_Performance,-1.4213,Decreases Risk,Recovery_Capacity,0.0995,Increases Risk,Stress_Density,0.0752,Increases Risk,Wellness_Ratio,0.072,Increases Risk,Age,-0.0529,Decreases Risk
1261,Affects_Academic_Performance,-1.3443,Decreases Risk,Stress_Density,-0.1229,Decreases Risk,Age,-0.111,Decreases Risk,Wellness_Ratio,-0.0936,Decreases Risk,Psychosocial_Load,-0.0557,Decreases Risk
1262,Affects_Academic_Performance,-1.3225,Decreases Risk,Stress_Density,-0.1275,Decreases Risk,Age,0.0547,Increases Risk,Psychosocial_Load,-0.0492,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1263,Affects_Academic_Performance,-1.3415,Decreases Risk,Wellness_Ratio,-0.0892,Decreases Risk,Recovery_Capacity,-0.0735,Decreases Risk,Age,-0.0423,Decreases Risk,Mental_Health_Score,0.0288,Increases Risk
1264,Affects_Academic_Performance,0.9285,Increases Risk,Stress_Density,0.3911,Increases Risk,Psychosocial_Load,0.0865,Increases Risk,Recovery_Capacity,0.0687,Increases Risk,Age,-0.0536,Decreases Risk
1265,Affects_Academic_Performance,-1.3571,Decreases Risk,Stress_Density,-0.1235,Decreases Risk,Wellness_Ratio,-0.0541,Decreases Risk,Psychosocial_Load,-0.0466,Decreases Risk,Age,-0.0309,Decreases Risk
1266,Affects_Academic_Performance,0.9579,Increases Risk,Stress_Density,0.4351,Increases Risk,Psychosocial_Load,0.1257,Increases Risk,Recovery_Capacity,0.1226,Increases Risk,Wellness_Ratio,0.1049,Increases Risk
1267,Affects_Academic_Performance,0.8025,Increases Risk,Recovery_Capacity,0.0666,Increases Risk,Age,0.0618,Increases Risk,Stress_Density,0.0564,Increases Risk,Wellness_Ratio,-0.0483,Decreases Risk
1268,Affects_Academic_Performance,0.7452,Increases Risk,Stress_Density,-0.1244,Decreases Risk,Age,-0.1108,Decreases Risk,Wellness_Ratio,-0.1088,Decreases Risk,Recovery_Capacity,-0.0294,Decreases Risk
1269,Affects_Academic_Performance,0.7199,Increases Risk,Stress_Density,-0.2917,Decreases Risk,Wellness_Ratio,-0.1128,Decreases Risk,Psychosocial_Load,-0.1002,Decreases Risk,Age,0.0117,Increases Risk
1270,Affects_Academic_Performance,0.7422,Increases Risk,Wellness_Ratio,-0.1313,Decreases Risk,Stress_Density,-0.1261,Decreases Risk,Psychosocial_Load,-0.0459,Decreases Risk,Recovery_Capacity,0.0335,Increases Risk
1271,Affects_Academic_Performance,1.0385,Increases Risk,Stress_Density,0.7072,Increases Risk,Wellness_Ratio,0.2717,Increases Risk,Psychosocial_Load,0.1801,Increases Risk,Recovery_Capacity,0.1372,Increases Risk
1272,Affects_Academic_Performance,-1.5463,Decreases Risk,Stress_Density,-0.224,Decreases Risk,Wellness_Ratio,-0.194,Decreases Risk,Recovery_Capacity,-0.1581,Decreases Risk,Psychosocial_Load,-0.073,Decreases Risk
1273,Affects_Academic_Performance,0.9336,Increases Risk,Stress_Density,0.4147,Increases Risk,Recovery_Capacity,0.1151,Increases Risk,Psychosocial_Load,0.0663,Increases Risk,Wellness_Ratio,0.06,Increases Risk
1274,Affects_Academic_Performance,-1.4042,Decreases Risk,Recovery_Capacity,-0.1587,Decreases Risk,Wellness_Ratio,-0.1482,Decreases Risk,Stress_Density,-0.1436,Decreases Risk,Age,0.0673,Increases Risk
1275,Affects_Academic_Performance,0.7878,Increases Risk,Stress_Density,-0.1235,Decreases Risk,Recovery_Capacity,0.0669,Increases Risk,Age,0.0644,Increases Risk,Wellness_Ratio,0.0439,Increases Risk
1276,Affects_Academic_Performance,0.764,Increases Risk,Stress_Density,-0.3296,Decreases Risk,Psychosocial_Load,-0.1084,Decreases Risk,Recovery_Capacity,0.0521,Increases Risk,Wellness_Ratio,-0.0453,Decreases Risk
1277,Affects_Academic_Performance,0.7926,Increases Risk,Wellness_Ratio,-0.1342,Decreases Risk,Stress_Density,0.1149,Increases Risk,Psychosocial_Load,0.0874,Increases Risk,Age,0.0656,Increases Risk
1278,Affects_Academic_Performance,0.7485,Increases Risk,Stress_Density,-0.3434,Decreases Risk,Wellness_Ratio,-0.1718,Decreases Risk,Psychosocial_Load,-0.1134,Decreases Risk,Recovery_Capacity,-0.0315,Decreases Risk
1279,Affects_Academic_Performance,0.8043,Increases Risk,Stress_Density,-0.1134,Decreases Risk,Psychosocial_Load,0.0856,Increases Risk,Age,-0.0448,Decreases Risk,Wellness_Ratio,0.0262,Increases Risk
1280,Affects_Academic_Performance,-1.3587,Decreases Risk,Stress_Density,-0.1265,Decreases Risk,Wellness_Ratio,-0.1062,Decreases Risk,Psychosocial_Load,-0.0534,Decreases Risk,Age,-0.0357,Decreases Risk
1281,Affects_Academic_Performance,0.7754,Increases Risk,Stress_Density,-0.1274,Decreases Risk,Recovery_Capacity,0.0607,Increases Risk,Wellness_Ratio,-0.0402,Decreases Risk,Age,-0.0391,Decreases Risk
1282,Affects_Academic_Performance,0.8639,Increases Risk,Stress_Density,0.3968,Increases Risk,Wellness_Ratio,-0.1289,Decreases Risk,Age,-0.0406,Decreases Risk,Recovery_Capacity,0.0401,Increases Risk
1283,Affects_Academic_Performance,0.7708,Increases Risk,Stress_Density,-0.1075,Decreases Risk,Recovery_Capacity,0.0492,Increases Risk,Wellness_Ratio,-0.0426,Decreases Risk,Lifestyle_Balance,0.0136,Increases Risk
1284,Affects_Academic_Performance,0.7295,Increases Risk,Stress_Density,-0.3474,Decreases Risk,Wellness_Ratio,-0.1411,Decreases Risk,Psychosocial_Load,-0.0838,Decreases Risk,Recovery_Capacity,-0.0299,Decreases Risk
1285,Affects_Academic_Performance,0.7444,Increases Risk,Stress_Density,-0.1223,Decreases Risk,Wellness_Ratio,-0.1073,Decreases Risk,Recovery_Capacity,-0.0224,Decreases Risk,Usage_Age_Ratio,0.0139,Increases Risk
1286,Affects_Academic_Performance,-1.6472,Decreases Risk,Stress_Density,-0.4087,Decreases Risk,Psychosocial_Load,-0.1638,Decreases Risk,Recovery_Capacity,-0.1619,Decreases Risk,Wellness_Ratio,-0.1567,Decreases Risk
1287,Affects_Academic_Performance,-1.4573,Decreases Risk,Stress_Density,-0.2414,Decreases Risk,Recovery_Capacity,-0.1857,Decreases Risk,Wellness_Ratio,-0.095,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
1288,Affects_Academic_Performance,-1.3402,Decreases Risk,Stress_Density,-0.1358,Decreases Risk,Wellness_Ratio,-0.0923,Decreases Risk,Psychosocial_Load,-0.0531,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
1289,Affects_Academic_Performance,0.7814,Increases Risk,Wellness_Ratio,-0.125,Decreases Risk,Stress_Density,0.1133,Increases Risk,Age,0.0778,Increases Risk,Psychosocial_Load,0.031,Increases Risk
1290,Affects_Academic_Performance,0.7684,Increases Risk,Stress_Density,-0.1255,Decreases Risk,Recovery_Capacity,0.067,Increases Risk,Age,0.0667,Increases Risk,Wellness_Ratio,-0.0508,Decreases Risk
1291,Affects_Academic_Performance,0.7428,Increases Risk,Stress_Density,-0.1488,Decreases Risk,Wellness_Ratio,-0.1436,Decreases Risk,Psychosocial_Load,-0.1085,Decreases Risk,Recovery_Capacity,0.0689,Increases Risk
1292,Affects_Academic_Performance,0.7542,Increases Risk,Wellness_Ratio,-0.2023,Decreases Risk,Stress_Density,-0.1349,Decreases Risk,Psychosocial_Load,-0.1182,Decreases Risk,Age,-0.0401,Decreases Risk
1293,Affects_Academic_Performance,0.7318,Increases Risk,Stress_Density,-0.2468,Decreases Risk,Wellness_Ratio,-0.1532,Decreases Risk,Age,0.0528,Increases Risk,Recovery_Capacity,-0.0415,Decreases Risk
1294,Affects_Academic_Performance,-1.4282,Decreases Risk,Stress_Density,-0.2256,Decreases Risk,Wellness_Ratio,-0.0558,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk,Age,-0.0313,Decreases Risk
